name,state,fips,status,nad27_zone,nad27_epsg,nad27_fz,nad83_zone,nad83_epsg,nad83_fz,utm
Tipton County,TN,47167,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
Trousdale County,TN,47169,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
Unicoi County,TN,47171,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,17
Union County,TN,47173,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,17
Van Buren County,TN,47175,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
Warren County,TN,47177,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
Washington County,TN,47179,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,17
Wayne County,TN,47181,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
Weakley County,TN,47183,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
White County,TN,47185,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
Williamson County,TN,47187,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
Wilson County,TN,47189,current,TENNESSEE,2204,4100,TENNESSEE,32136,4100,16
Anderson County,TX,48001,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Andrews County,TX,48003,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,13
Angelina County,TX,48005,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Aransas County,TX,48007,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Archer County,TX,48009,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Armstrong County,TX,48011,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Atascosa County,TX,48013,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Austin County,TX,48015,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Bailey County,TX,48017,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,13
Bandera County,TX,48019,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Bastrop County,TX,48021,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Baylor County,TX,48023,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Bee County,TX,48025,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Bell County,TX,48027,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Bexar County,TX,48029,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Blanco County,TX,48031,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Borden County,TX,48033,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Bosque County,TX,48035,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Bowie County,TX,48037,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Brazoria County,TX,48039,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,15
Brazos County,TX,48041,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Brewster County,TX,48043,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,13
Briscoe County,TX,48045,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Brooks County,TX,48047,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Brown County,TX,48049,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Burleson County,TX,48051,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Burnet County,TX,48053,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Caldwell County,TX,48055,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Calhoun County,TX,48057,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Callahan County,TX,48059,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Cameron County,TX,48061,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Camp County,TX,48063,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Carson County,TX,48065,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Cass County,TX,48067,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Castro County,TX,48069,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,13
Chambers County,TX,48071,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,15
Cherokee County,TX,48073,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Childress County,TX,48075,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Clay County,TX,48077,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Cochran County,TX,48079,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,13
Coke County,TX,48081,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Coleman County,TX,48083,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Collin County,TX,48085,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Collingsworth County,TX,48087,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Colorado County,TX,48089,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Comal County,TX,48091,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Comanche County,TX,48093,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Concho County,TX,48095,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Cooke County,TX,48097,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Coryell County,TX,48099,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Cottle County,TX,48101,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Crane County,TX,48103,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Crockett County,TX,48105,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Crosby County,TX,48107,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Culberson County,TX,48109,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Dallam County,TX,48111,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,13
Dallas County,TX,48113,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Dawson County,TX,48115,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Deaf Smith County,TX,48117,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,13
Delta County,TX,48119,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Denton County,TX,48121,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
DeWitt County,TX,48123,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Dickens County,TX,48125,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Dimmit County,TX,48127,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Donley County,TX,48129,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Duval County,TX,48131,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Eastland County,TX,48133,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Ector County,TX,48135,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Edwards County,TX,48137,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Ellis County,TX,48139,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
El Paso County,TX,48141,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Erath County,TX,48143,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Falls County,TX,48145,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Fannin County,TX,48147,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Fayette County,TX,48149,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Fisher County,TX,48151,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Floyd County,TX,48153,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Foard County,TX,48155,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Fort Bend County,TX,48157,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,15
Franklin County,TX,48159,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Freestone County,TX,48161,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Frio County,TX,48163,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Gaines County,TX,48165,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,13
Galveston County,TX,48167,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,15
Garza County,TX,48169,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Gillespie County,TX,48171,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Glasscock County,TX,48173,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Goliad County,TX,48175,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Gonzales County,TX,48177,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Gray County,TX,48179,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Grayson County,TX,48181,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Gregg County,TX,48183,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Grimes County,TX,48185,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Guadalupe County,TX,48187,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Hale County,TX,48189,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Hall County,TX,48191,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Hamilton County,TX,48193,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Hansford County,TX,48195,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Hardeman County,TX,48197,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Hardin County,TX,48199,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Harris County,TX,48201,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,15
Harrison County,TX,48203,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Hartley County,TX,48205,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,13
Haskell County,TX,48207,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Hays County,TX,48209,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Hemphill County,TX,48211,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Henderson County,TX,48213,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Hidalgo County,TX,48215,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Hill County,TX,48217,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Hockley County,TX,48219,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,13
Hood County,TX,48221,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Hopkins County,TX,48223,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Houston County,TX,48225,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Howard County,TX,48227,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Hudspeth County,TX,48229,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Hunt County,TX,48231,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Hutchinson County,TX,48233,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Irion County,TX,48235,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Jack County,TX,48237,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Jackson County,TX,48239,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Jasper County,TX,48241,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Jeff Davis County,TX,48243,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Jefferson County,TX,48245,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,15
Jim Hogg County,TX,48247,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Jim Wells County,TX,48249,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Johnson County,TX,48251,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Jones County,TX,48253,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Karnes County,TX,48255,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Kaufman County,TX,48257,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Kendall County,TX,48259,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Kenedy County,TX,48261,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Kent County,TX,48263,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Kerr County,TX,48265,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Kimble County,TX,48267,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
King County,TX,48269,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Kinney County,TX,48271,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Kleberg County,TX,48273,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Knox County,TX,48275,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Lamar County,TX,48277,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Lamb County,TX,48279,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,13
Lampasas County,TX,48281,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
La Salle County,TX,48283,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Lavaca County,TX,48285,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Lee County,TX,48287,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Leon County,TX,48289,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Liberty County,TX,48291,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Limestone County,TX,48293,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Lipscomb County,TX,48295,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Live Oak County,TX,48297,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Llano County,TX,48299,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Loving County,TX,48301,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Lubbock County,TX,48303,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Lynn County,TX,48305,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
McCulloch County,TX,48307,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
McLennan County,TX,48309,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
McMullen County,TX,48311,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Madison County,TX,48313,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Marion County,TX,48315,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Martin County,TX,48317,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Mason County,TX,48319,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Matagorda County,TX,48321,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,15
Maverick County,TX,48323,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Medina County,TX,48325,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Menard County,TX,48327,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Midland County,TX,48329,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Milam County,TX,48331,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Mills County,TX,48333,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Mitchell County,TX,48335,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Montague County,TX,48337,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Montgomery County,TX,48339,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Moore County,TX,48341,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Morris County,TX,48343,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Motley County,TX,48345,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Nacogdoches County,TX,48347,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Navarro County,TX,48349,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Newton County,TX,48351,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Nolan County,TX,48353,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Nueces County,TX,48355,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Ochiltree County,TX,48357,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Oldham County,TX,48359,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,13
Orange County,TX,48361,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Palo Pinto County,TX,48363,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Panola County,TX,48365,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Parker County,TX,48367,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Parmer County,TX,48369,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,13
Pecos County,TX,48371,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Polk County,TX,48373,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Potter County,TX,48375,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Presidio County,TX,48377,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,13
Rains County,TX,48379,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Randall County,TX,48381,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Reagan County,TX,48383,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Real County,TX,48385,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Red River County,TX,48387,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Reeves County,TX,48389,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Refugio County,TX,48391,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Roberts County,TX,48393,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Robertson County,TX,48395,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Rockwall County,TX,48397,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Runnels County,TX,48399,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Rusk County,TX,48401,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Sabine County,TX,48403,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
San Augustine County,TX,48405,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
San Jacinto County,TX,48407,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
San Patricio County,TX,48409,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
San Saba County,TX,48411,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Schleicher County,TX,48413,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Scurry County,TX,48415,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Shackelford County,TX,48417,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Shelby County,TX,48419,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Sherman County,TX,48421,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Smith County,TX,48423,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Somervell County,TX,48425,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Starr County,TX,48427,current,TEXAS SOUTH,32041,4205,TEXAS SOUTH,32141,4205,14
Stephens County,TX,48429,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Sterling County,TX,48431,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Stonewall County,TX,48433,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Sutton County,TX,48435,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Swisher County,TX,48437,current,TEXAS NORTH,32037,4201,TEXAS NORTH,32137,4201,14
Tarrant County,TX,48439,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Taylor County,TX,48441,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Terrell County,TX,48443,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,13
Terry County,TX,48445,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,13
Throckmorton County,TX,48447,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,14
Titus County,TX,48449,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Tom Green County,TX,48451,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Travis County,TX,48453,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
Trinity County,TX,48455,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Tyler County,TX,48457,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Upshur County,TX,48459,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Upton County,TX,48461,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Uvalde County,TX,48463,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Val Verde County,TX,48465,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Van Zandt County,TX,48467,current,TEXAS NORTH CENTRAL,32038,4202,TEXAS NORTH CENTRAL,32138,4202,15
Victoria County,TX,48469,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,14
Walker County,TX,48471,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,15
Waller County,TX,48473,current,TEXAS SOUTH CENTRAL,32040,4204,TEXAS SOUTH CENTRAL,32140,4204,15
Ward County,TX,48475,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,13
Washington County,TX,48477,current,TEXAS CENTRAL,32039,4203,TEXAS CENTRAL,32139,4203,14
